Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Type,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle Body Type,Vehicle Movement,Latitude,Longitude,Location
MCP20770017,16041886,Montgomery County Police,Property Damage Crash,08/18/2016 08:39:00 AM,,,,,"PARKING LOT OF 29 OLNEY SANDY SPRING RD, ASHTON, MD.",,,SAME DIRECTION SIDESWIPE,CLEAR,,DAYLIGHT,N/A,NONE DETECTED,,38C74DE9-A6AC-4A26-94A9-8D4126354179,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,1FFB1A50-0F8F-4E7F-97FE-9F8917753868,SUPERFICIAL,VAN,PARKED,39.149738,-77.013443,"(39.149738, -77.013443)"
MCP28860029,170501611,Montgomery County Police,Injury Crash,04/11/2017 04:06:00 PM,County,RANDOLPH RD,County,DEWEY RD,,N/A,,OTHER,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,80ACF9DC-9F8B-451C-9ABF-1B5D21D362D2,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,CC1D83A5-618A-498F-8B1A-CE4585674BBA,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.05329667,-77.08903833,"(39.05329667, -77.08903833)"
MCP14750017,170519502,Montgomery County Police,Property Damage Crash,07/17/2017 01:00:00 AM,,,,,PARKING LOT OF 18736 WALKERS CHOICE ROAD,,,SAME DIR REAR END,CLEAR,,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,DD848F48-61DD-4889-A789-271099CFAE27,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,D7C47DF7-440B-4300-8746-02930C3480DA,FUNCTIONAL,PASSENGER CAR,ACCELERATING,39.16416964,-77.20443405,"(39.16416964, -77.20443405)"
MCP2928000Z,16001849,Montgomery County Police,Property Damage Crash,01/11/2016 01:15:00 AM,Maryland (State),GEORGIA AVE,County,BLUERIDGE AVE,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,B4776BE8-4736-4371-96E1-766EE5F248C2,Yes,NO APPARENT INJURY,N/A,OTHER DISTRACTION,MD,AA2A19BE-3773-4CF9-A86A-F0F5E777E172,FUNCTIONAL,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",MOVING CONSTANT SPEED,39.04307785,-77.05178618,"(39.04307785, -77.05178618)"
MCP2970000M,15041109,MONTGOMERY,Property Damage Crash,08/17/2015 02:11:00 PM,Maryland (State),GEORGIA AVE,County,WINDHAM LA,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,,56FACF54-A1A6-434F-963B-72421A76D34F,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,PA,2744C791-C8D6-48C6-8A49-E17569EDE9F6,SUPERFICIAL,PASSENGER CAR,MAKING LEFT TURN,39.03196936,-77.04841465,"(39.03196936, -77.04841465)"
MCP2046005X,16039423,Montgomery County Police,Injury Crash,08/04/2016 09:50:00 AM,County,CRESTHAVEN DR,County,HARPER DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,B42A9622-9048-4D5F-97ED-50324E49ACBC,Yes,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,83B39537-95A0-42BB-B507-7C9EF756312D,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.027475,-76.98680167,"(39.027475, -76.98680167)"
MCP27670025,16064755,Montgomery County Police,Injury Crash,12/17/2016 06:27:00 PM,Maryland (State),GEORGIA AVE,County,REEDIE DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,1FF46C4C-D752-4B61-9199-F1174CBE0321,No,POSSIBLE INJURY,"N/A, WET",NOT DISTRACTED,MD,02DCAFBF-6C05-4863-BC2F-9C96FE6081A8,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.03864833,-77.050875,"(39.03864833, -77.050875)"
MCP0487001T,170528805,Montgomery County Police,Property Damage Crash,09/05/2017 02:05:00 PM,County,MONTGOMERY VILLAGE AVE,County,WALKERS CHOICE RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,ALCOHOL PRESENT,,27113E9D-92C9-4604-A0BD-6ECAE949ED90,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,15D53D54-7060-4BEA-80C0-8D9841D83E3D,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.161985,-77.20214667,"(39.161985, -77.20214667)"
MCP2256000R,16014692,MONTGOMERY,Property Damage Crash,03/25/2016 12:54:00 PM,Maryland (State),CLOPPER RD,County,RICHTER FARM RD,,N/A,,OTHER,CLOUDY,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,806564B4-E7A9-4E6C-B141-5AB368DF4F1C,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C30F6500-FC69-49E7-B371-28490E6D8705,DISABLING,PASSENGER CAR,MAKING LEFT TURN,39.16987667,-77.29671833,"(39.16987667, -77.29671833)"
MCP2298007P,16008006,Montgomery County Police,Injury Crash,02/17/2016 04:30:00 PM,Maryland (State),WOODFIELD RD,County,ROLLING FORK DR,,N/A,,HEAD ON LEFT TURN,CLOUDY,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,509F66E5-5291-43F2-8C40-44A2A48D7475,Yes,SUSPECTED MINOR INJURY,N/A,LOOKED BUT DID NOT SEE,MD,F96DCFD3-A9DB-48BB-A703-36000EDDA61D,DISABLING,PASSENGER CAR,MAKING LEFT TURN,39.25051167,-77.19472,"(39.25051167, -77.19472)"
MCP2929000X,15044285,MONTGOMERY,Property Damage Crash,09/03/2015 07:56:00 AM,Maryland (State),OLNEY SANDY SPRING RD,Other Public Roadway,MARDEN LA,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,C5C143A3-5FFE-4638-8813-558222709C54,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,9968097B-5A70-4754-85FF-788CD4A9B343,FUNCTIONAL,PASSENGER CAR,STOPPED IN TRAFFIC LANE,39.147225,-77.03667167,"(39.147225, -77.03667167)"
MCP2969001K,16005774,Montgomery County Police,Injury Crash,02/04/2016 07:38:00 AM,Maryland (State),UNIVERSITY BLVD W,County,KERWIN RD,,N/A,,SAME DIR REAR END,CLEAR,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,891AB817-FC79-4A26-B664-13FC212E0E3D,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,B398B085-412D-4DD7-B9E4-8F68E2A19C72,FUNCTIONAL,SCHOOL BUS,STOPPED IN TRAFFIC LANE,39.02771833,-77.020475,"(39.02771833, -77.020475)"
MCP28230010,15001179,Montgomery County Police,Property Damage Crash,01/08/2015 08:13:00 AM,Maryland (State),OLNEY SANDY SPRING RD,County,SPARTAN RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,7EE0368C-C04F-40D9-9B33-D347BF300BE2,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B11839BC-2440-43C0-86EF-23C9E606AF6A,DISABLING,PASSENGER CAR,STOPPED IN TRAFFIC LANE,39.151455,-77.06347333,"(39.151455, -77.06347333)"
MCP21770024,170520158,Montgomery County Police,Property Damage Crash,07/20/2017 12:00:00 PM,County,DEERBROOK DR,County,BEECHKNOLL LA,,N/A,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,D9A02A23-11FA-4C52-89C2-9BD8C5D89EA8,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,87F97460-1B49-40B9-8520-07943BB061C4,DISABLING,PASSENGER CAR,MAKING LEFT TURN,39.07874833,-77.21720833,"(39.07874833, -77.21720833)"
MCP2635003C,16053362,Montgomery County Police,Injury Crash,10/17/2016 02:59:00 PM,Maryland (State),GEORGIA AVE,County,EMORY LA,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,,CC542B1B-A035-4C5A-B85F-91A3D6FB9CB6,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7D1693F6-3536-4621-B4A7-2B63BFFE758E,FUNCTIONAL,PASSENGER CAR,STOPPED IN TRAFFIC LANE,39.12767333,-77.07194,"(39.12767333, -77.07194)"
DD55930021,16011660,Rockville Police Departme,Property Damage Crash,03/09/2016 08:24:00 AM,Maryland (State),HUNGERFORD DR,Municipality,MANNAKEE ST,,ROCKVILLE,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,CEBAFBF3-1DB0-4AF0-9C88-01CA8D89C20C,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,MD,313868E2-DFCF-4301-A2FC-17F25A3A29A0,SUPERFICIAL,PASSENGER CAR,MOVING CONSTANT SPEED,39.09165833,-77.159265,"(39.09165833, -77.159265)"
MCP27370014,15034870,MONTGOMERY,Property Damage Crash,07/15/2015 09:59:00 PM,County,CAVALRY DR,County,REX PL,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK -- UNKNOWN LIGHTING,NO CONTROLS,N/A,,3873020B-F088-4436-9011-4ECE48547561,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,838800DC-A435-44D2-B17D-071516E966E1,FUNCTIONAL,PASSENGER CAR,MOVING CONSTANT SPEED,39.12814,-77.089715,"(39.12814, -77.089715)"
MCP11190021,16006704,Montgomery County Police,Injury Crash,02/09/2016 11:20:00 AM,County,E RANDOLPH RD,County,BILLINGTON RD,,N/A,,STRAIGHT MOVEMENT ANGLE,SNOW,WET,DAYLIGHT,STOP SIGN,NONE DETECTED,,EDF71C53-C05F-4249-9396-F78C014C9932,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,E8D17DB6-5093-4529-8998-79FCA315F4A6,DISABLING,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,39.066375,-76.98275,"(39.066375, -76.98275)"
DD5538001P,16042163,Rockville Police Departme,Property Damage Crash,08/19/2016 06:04:00 PM,Other Public Roadway,CHAPMAN AVE,Unknown,ENT TO METRO STATION,,N/A,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,01B18BAA-3528-4DE2-86B7-1AF4DA5C00D4,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,0F682D3D-12FD-4744-A452-6F587E189F0B,FUNCTIONAL,(SPORT) UTILITY VEHICLE,BACKING,39.06138833,-77.12068667,"(39.06138833, -77.12068667)"
MCP9386002H,15061258,MONTGOMERY,Property Damage Crash,12/01/2015 07:24:00 AM,Maryland (State),ROCKVILLE PIKE,County,GROSVENOR LA,,N/A,,SAME DIRECTION SIDESWIPE,RAINING,WET,DAWN,TRAFFIC SIGNAL,UNKNOWN,,5B0AA43E-2AB4-4E3A-B022-45412AFBEFCE,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,,9CBC6D76-7744-4947-AD30-015EA9FB0007,UNKNOWN,PASSENGER CAR,CHANGING LANES,39.02273167,-77.10288,"(39.02273167, -77.10288)"
MCP2600000T,15000610,Montgomery County Police,Property Damage Crash,01/04/2015 05:45:00 PM,US (State),COLESVILLE RD,County,LORAIN AVE,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,N/A,,FAD045A8-C642-4DAA-891A-486A7999562A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,PA,AC421D37-C73C-4ABA-9406-8E16C1EC8C69,FUNCTIONAL,PASSENGER CAR,STOPPED IN TRAFFIC LANE,39.02251333,-77.01148833,"(39.02251333, -77.01148833)"
MCP2863001D,16058193,Montgomery County Police,Injury Crash,11/11/2016 01:34:00 PM,County,APPLE RIDGE RD,Unknown,WHEELWRIGHT DR,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E3985CE0-5076-4D4D-A42F-7B4A1A48B0D4,Unknown,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,58FC9F21-DB70-4422-82FD-5B850892A995,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.17976167,-77.21539167,"(39.17976167, -77.21539167)"
MCP25560015,16066604,Montgomery County Police,Property Damage Crash,12/27/2016 04:12:00 PM,Maryland (State),FREDERICK RD,Municipality,ONEILL DR,,GAITHERSBURG,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,F081ED03-741B-4A5A-B933-48BB6994BFDA,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,CC72E7D0-2EC4-476D-9D24-3866F5E55802,DISABLING,PASSENGER CAR,ACCELERATING,39.12410667,-77.17999167,"(39.12410667, -77.17999167)"
MCP2052000R,15060563,Montgomery County Police,Injury Crash,11/27/2015 04:52:00 AM,County,MIDCOUNTY HWY,County,SHADY GROVE RD,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,ILLEGAL DRUG PRESENT,,B79B461B-9A93-4C1C-8E26-7DD14EC274AB,Yes,POSSIBLE INJURY,N/A,UNKNOWN,MD,5C3DBFE5-C367-45B8-AB0F-21AFB862C674,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.1409619,-77.15177894,"(39.1409619, -77.15177894)"
MCP29050024,16061954,Montgomery County Police,Property Damage Crash,12/02/2016 06:39:00 PM,Maryland (State),OLD GEORGETOWN RD,County,SPRUCE TREE AVE,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DUSK,NO CONTROLS,N/A,,515BDBEC-3CEE-4D4C-8291-DAE274927E04,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,9107F84E-6B0F-4F45-9491-20657ABD6C3A,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.00861,-77.11326,"(39.00861, -77.11326)"
MCP1453002Z,16011270,MONTGOMERY,Injury Crash,03/07/2016 10:23:00 AM,Maryland (State),GERMANTOWN RD,Other Public Roadway,OBSERVATION DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,023BE4C3-F0FB-42CD-8DC4-34C9BC691E79,Yes,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,8ADFEA4B-01C2-4E91-A7B7-50A0CC1FBC33,DISABLING,PICKUP TRUCK,MOVING CONSTANT SPEED,39.19065167,-77.24751833,"(39.19065167, -77.24751833)"
MCP2965001Y,170509557,Montgomery County Police,Property Damage Crash,05/24/2017 08:12:00 AM,Maryland (State),OLNEY SANDY SPRING RD,Maryland (State),DR BIRD RD,,N/A,,SAME DIRECTION RIGHT TURN,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,0BA28D06-44F5-4291-8F55-2190053B6469,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,155C23D9-E3D6-4CD1-84EC-E63F1B2BB749,SUPERFICIAL,PASSENGER CAR,MOVING CONSTANT SPEED,39.14414054,-77.04358801,"(39.14414054, -77.04358801)"
MCP29340016,15060928,MONTGOMERY,Injury Crash,11/29/2015 10:57:00 AM,County,SANGAMORE RD,County,SANGAMORE CT,,N/A,,OTHER,CLOUDY,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,84BBA0F7-EA69-434F-8682-E098202A0895,Yes,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,DC,0C6204B2-57E1-40DD-A80C-2FCFBA7AB6C9,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,38.94844667,-77.11798,"(38.94844667, -77.11798)"
MCP09360023,170501085,Montgomery County Police,Property Damage Crash,04/08/2017 01:15:00 PM,County,RANDOLPH RD,County,PARKLAWN DR,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,F9F1C15D-678E-4783-9BFD-4BC21322FA10,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,52D08703-5295-4641-A8C1-2D60455762C0,DISABLING,PASSENGER CAR,MAKING LEFT TURN,39.05433039,-77.10860744,"(39.05433039, -77.10860744)"
MCP23580019,15042549,MONTGOMERY,Property Damage Crash,08/25/2015 08:40:00 AM,Maryland (State),OLD GEORGETOWN RD,Interstate (State),CAPITAL BELTWAY,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D45F438C-DB58-4DF8-A755-D28386B20446,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,D830CDEE-4243-47DF-90F4-50F8DC2E28F5,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.01510833,-77.11868833,"(39.01510833, -77.11868833)"
MCP2941000V,15051021,MONTGOMERY,Property Damage Crash,10/08/2015 01:28:00 PM,Maryland (State),COLESVILLE RD,Maryland (State),EAST WEST HWY,,N/A,,OTHER,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,21EBAD30-3101-42DC-B998-EA9B49BD01DE,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,A15DD080-CD68-47AB-99AA-172742815CEE,SUPERFICIAL,PASSENGER CAR,BACKING,38.99223995,-77.03241058,"(38.99223995, -77.03241058)"
MCP26350044,170530784,Montgomery County Police,Property Damage Crash,09/15/2017 03:53:00 PM,Maryland (State),GEORGIA AVE,County,HILLCREST AVE,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,,0BA56BC4-3C52-4897-8CC3-E030FCC72B2B,No,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,CB5C789A-FD07-41ED-BCDF-DD604F97139D,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.15453833,-77.06674167,"(39.15453833, -77.06674167)"
MCP28320014,15008677,Montgomery County Police,Property Damage Crash,02/23/2015 06:00:00 AM,County,W BEXHILL DR,County,KENT ST,,N/A,,OTHER,CLEAR,DRY,DAWN,N/A,NONE DETECTED,,DE5F9386-A2EF-40ED-BE5F-3E25CD156E2F,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,5E6E87AF-B09F-47D8-886F-2215189A63CE,NO DAMAGE,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",MOVING CONSTANT SPEED,38.98540833,-77.08890667,"(38.98540833, -77.08890667)"
MCP2947001Y,16034574,Montgomery County Police,Injury Crash,07/08/2016 12:31:00 PM,Maryland (State),GEORGIA AVE,County,ARCOLA AVE,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,1CBB5E96-A010-4B7F-90EB-3956BF3F182F,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,467B469F-434C-4C37-9BB3-EAAF4FC3EDD1,SUPERFICIAL,PASSENGER CAR,SLOWING OR STOPPING,39.04600167,-77.05196167,"(39.04600167, -77.05196167)"
MCP2984000T,16055243,Montgomery County Police,Injury Crash,10/27/2016 07:41:00 AM,County,MIDDLEBROOK RD,County,WARING STATION RD,,N/A,,HEAD ON LEFT TURN,CLOUDY,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,,C10EBF96-76F4-4FC7-804E-DC1D9940E5F4,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,E9888449-D4F3-49DE-B0C2-6913571FD4CD,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.17513667,-77.253475,"(39.17513667, -77.253475)"
MCP2848002F,15065470,Montgomery County Police,Property Damage Crash,12/22/2015 11:21:00 AM,Maryland (State),MONTROSE PKWY,Maryland (State),ROCKVILLE PIKE,,N/A,,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,N/A,NONE DETECTED,,0DF23555-7758-4832-B14E-A9D4E1890A0F,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,VA,4F2F774F-66B4-4B08-AC15-6A2D816B2C2F,SUPERFICIAL,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",MOVING CONSTANT SPEED,39.05130167,-77.13373,"(39.05130167, -77.13373)"
MCP27230022,17006461,Montgomery County Police,Property Damage Crash,02/06/2017 12:01:00 PM,County,OLNEY MILL RD,Maryland (State),OLNEY LAYTONSVILLE RD,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,,6C1AB063-D0BE-4C0C-9366-5840E67EC814,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,7273C4F3-2CD7-4F0F-930D-A11820F9379D,DISABLING,PASSENGER CAR,ACCELERATING,39.165085,-77.08389333,"(39.165085, -77.08389333)"
MCP1425000B,170528335,Montgomery County Police,Property Damage Crash,09/02/2017 01:51:00 PM,Maryland (State),FALLS RD,County,GLEN RD,,N/A,OTHER,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,NO CONTROLS,N/A,N/A,D80F7580-4B68-49B3-9265-E94663F9230E,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NO DRIVER PRESENT,MD,08C4D146-7CCC-40D1-93FC-70168B25E52D,DESTROYED,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",MOVING CONSTANT SPEED,39.04686,-77.19077667,"(39.04686, -77.19077667)"
MCP25560010,16063304,Montgomery County Police,Injury Crash,12/09/2016 08:32:00 PM,County,SHADY GROVE RD,Ramp,RAMP 11 FR SHADY GROVE RD SB TO RAMP 4,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,A3DA96DD-4853-41F4-8D33-222ABD56B173,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,F9D16E68-4513-4B0E-A4B5-BE0F07B137E5,SUPERFICIAL,PASSENGER CAR,SLOWING OR STOPPING,39.13062667,-77.16169333,"(39.13062667, -77.16169333)"
MCP28010022,170522444,Montgomery County Police,Property Damage Crash,08/02/2017 01:38:00 AM,County,SLIGO AVE,County,FENTON ST,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,N/A,,46AE9D80-87F0-4786-9737-1D536AB699AC,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,37C58966-6F95-4734-8411-41578433CC16,DISABLING,PASSENGER CAR,STARTING FROM PARKED,38.99025333,-77.02452167,"(38.99025333, -77.02452167)"
MCP1213002L,170509052,Montgomery County Police,Injury Crash,05/21/2017 03:09:00 PM,Maryland (State),NEW HAMPSHIRE AVE,County,STONEGATE DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,294ACA23-A147-425A-B593-37B3887E4F30,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,TX,1C2C4E81-ACEC-4023-8780-CB23696695DE,DESTROYED,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,39.09951333,-77.00347833,"(39.09951333, -77.00347833)"
MCP30100020,17016152,Montgomery County Police,Injury Crash,03/30/2017 12:16:00 PM,Maryland (State),CONNECTICUT AVE,Municipality,HOWARD AVE,,KENSINGTON,,ANGLE MEETS RIGHT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,N/A,,164C6E98-C8FD-4FF2-A081-04B5926779E2,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,783F8764-47A0-4F8B-8BCB-EFE3F1EDF2ED,SUPERFICIAL,PASSENGER CAR,MOVING CONSTANT SPEED,39.02663833,-77.07728,"(39.02663833, -77.07728)"
MCP27400029,16055781,Montgomery County Police,Property Damage Crash,10/29/2016 05:25:00 PM,County,GLENVILLE RD,County,LANGLEY DR,,N/A,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,1B17BCCA-8B54-4B5F-909D-EF78B20EB93A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,AC325C7C-3E1D-4F0A-AFC4-047BB3B1D9FA,SUPERFICIAL,PASSENGER CAR,STOPPED IN TRAFFIC LANE,39.00159,-76.996235,"(39.00159, -76.996235)"
MCP2617002M,16052845,Montgomery County Police,Injury Crash,10/14/2016 01:49:00 PM,Maryland (State),RIVER RD,County,SEVEN LOCKS RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,29327BCE-217A-4EDE-A3A7-4DF56200CBD2,No,POSSIBLE INJURY,"DEBRIS OR OBSTRUCTION, N/A",NOT DISTRACTED,DC,E3AAD81B-2597-4C59-9ADC-1462A4CFD803,SUPERFICIAL,PASSENGER CAR,SLOWING OR STOPPING,38.99211167,-77.161205,"(38.99211167, -77.161205)"
MCP3010000V,16018936,Montgomery County Police,Property Damage Crash,04/18/2016 08:27:00 AM,County,MARINELLI RD,Unknown,CITADEL AVE,,N/A,OTHER,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,N/A,5A38EA4F-708C-4B3E-85F5-4816D68A78BD,Yes,NO APPARENT INJURY,N/A,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,AB2790D3-A0CD-4A9D-B18F-9E4CA8B6087C,DISABLING,PASSENGER CAR,MOVING CONSTANT SPEED,39.04766167,-77.10837833,"(39.04766167, -77.10837833)"
DD55380028,17009703,Rockville Police Departme,Injury Crash,02/23/2017 07:49:00 AM,Maryland (State),W MONTGOMERY AVE,Municipality,ADCLARE RD,,ROCKVILLE,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,A1FA162E-CBD4-4518-8AFA-DD1C868CA1F5,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,EB1A67B7-DBD5-4060-8410-DDD42127588B,SUPERFICIAL,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,39.08548833,-77.16942167,"(39.08548833, -77.16942167)"
MCP1563003L,170506678,Montgomery County Police,Property Damage Crash,05/08/2017 06:20:00 PM,Maryland (State),BROOKVILLE RD,County,LELAND ST,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,82C70095-E049-4C50-9406-813D72A14DF6,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,397232A2-5C8D-4578-BD70-4FB491B749FE,FUNCTIONAL,PASSENGER CAR,MOVING CONSTANT SPEED,38.98674239,-77.07169086,"(38.98674239, -77.07169086)"
